player_name,fantasy_score,player_team,venue,batting_first_team,bowling_first_team
Shubman Gill,117,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
DJ Mitchell,74,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
Kartik Tyagi,0,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
Rashid Khan,66,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
M Shahrukh Khan,10,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
RD Gaikwad,0,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
Simarjeet Singh,25,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
R Tewatia,8,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
SN Thakur,3,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
MM Ali,58,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
S Dube,31,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
TU Deshpande,50,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings
MA Starc,2,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
Ishan Kishan,55,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
SS Iyer,12,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
HH Pandya,2,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
Tilak Varma,47,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
VR Iyer,52,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
RK Singh,40,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
SP Narine,33,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
AD Russell,80,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
TH David,-2,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
A Kamboj,51,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
Harshit Rana,75,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
Naman Dhir,22,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
CV Varun,50,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
JJ Bumrah,83,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
Ramandeep Singh,26,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
N Wadhera,1,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
VG Arora,8,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
RG Sharma,18,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
PD Salt,16,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
N Thushara,25,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
SA Yadav,20,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
N Rana,33,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
PP Chawla,51,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
"PD Salt, MA Starc",14,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians
SB Dubey,0,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
R Ashwin,51,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
RA Jadeja,5,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
SN Thakur,8,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
Sameer Rizvi,18,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
R Parag,56,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
R Ravindra,30,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
M Theekshana,0,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
TA Boult,0,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
N Burger,25,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
JC Buttler,23,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
DJ Mitchell,24,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
Simarjeet Singh,75,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
SV Samson,13,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
YS Chahal,33,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
YBK Jaiswal,27,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
RD Gaikwad,59,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
MM Ali,8,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
Sandeep Sharma,0,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
S Dube,28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
Avesh Khan,33,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
Dhruv Jurel,33,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
TU Deshpande,58,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings
WG Jacks,62,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
Mukesh Kumar,76,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
Yash Dayal,122,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
DA Warner,1,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
T Stubbs,3,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
KD Karthik,0,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
KV Sharma,13,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
RM Patidar,57,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
V Kohli,32,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
Mohammed Siraj,33,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
Kumar Kushagra,10,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
Swapnil Singh,23,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
"SD Hope, Mukesh Kumar",14,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
MK Lomror,19,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
I Sharma,23,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
C Green,99,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
Kuldeep Yadav,37,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
KK Ahmed,50,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
LH Ferguson,58,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
Abishek Porel,18,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
SD Hope,31,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
F du Plessis,13,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
AR Patel,80,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
J Fraser-McGurk,35,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
"Abishek Porel, Mukesh Kumar",14,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
Rasikh Salam,61,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Delhi Capitals
A Badoni,6,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
DJ Hooda,8,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
I Sharma,83,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
RR Pant,76,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
KK Ahmed,25,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
Kuldeep Yadav,25,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
Mukesh Kumar,66,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
Abishek Porel,67,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
SD Hope,49,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
KL Rahul,14,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
N Pooran,83,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
T Stubbs,91,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
Yudhvir Singh,17,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
KH Pandya,16,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
Naveen-ul-Haq,60,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
MP Stoinis,6,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
Gulbadin Naib,8,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
Q de Kock,10,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
AR Patel,49,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
J Fraser-McGurk,10,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
Arshad Khan,92,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
Ravi Bishnoi,27,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
Mohsin Khan,0,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
Rasikh Salam,0,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Lucknow Super Giants
Harpreet Brar,8,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
Arshdeep Singh,25,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
T Kohler-Cadmore,22,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
R Ashwin,33,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
R Parag,66,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
JM Sharma,34,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
R Powell,5,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
"JM Bairstow, JM Sharma",14,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
TA Boult,39,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
NT Ellis,25,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
JM Bairstow,15,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
RD Chahar,58,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
Dhruv Jurel,0,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
SV Samson,21,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
P Simran Singh,7,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
YS Chahal,58,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
RR Rossouw,35,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
HV Patel,83,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
YBK Jaiswal,13,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
Avesh Khan,61,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
Sandeep Sharma,0,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
Shashank Singh,8,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
Ashutosh Sharma,20,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
SM Curran,130,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
D Ferreira,7,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Punjab Kings
A Badoni,27,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
DJ Hooda,12,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
Ishan Kishan,13,Mumbai Indians,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
HH Pandya,19,Mumbai Indians,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
A Kamboj,0,Mumbai Indians,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
Arjun Tendulkar,0,Mumbai Indians,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
KL Rahul,62,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
MJ Henry,0,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
N Pooran,86,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
R Shepherd,-1,Mumbai Indians,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
Naman Dhir,70,Mumbai Indians,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
KH Pandya,54,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
Naveen-ul-Haq,66,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
D Padikkal,0,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
MP Stoinis,27,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
D Brevis,26,Mumbai Indians,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
N Wadhera,15,Mumbai Indians,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
RG Sharma,80,Mumbai Indians,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
PP Chawla,83,Mumbai Indians,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
N Thushara,91,Mumbai Indians,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
SA Yadav,8,Mumbai Indians,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
Arshad Khan,0,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
Ravi Bishnoi,58,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
Mohsin Khan,33,Lucknow Super Giants,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians
MS Dhoni,42,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
"Swapnil Singh, KD Karthik",14,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
AM Rahane,36,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
C Green,66,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
RA Jadeja,49,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
LH Ferguson,33,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
Yash Dayal,58,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
GJ Maxwell,70,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
R Ravindra,70,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
KD Karthik,15,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
F du Plessis,79,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
MJ Santner,65,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
M Theekshana,0,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
DJ Mitchell,18,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
Mohammed Siraj,25,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
RM Patidar,45,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
V Kohli,64,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
KV Sharma,0,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
RD Gaikwad,0,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
Simarjeet Singh,0,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
SN Thakur,51,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
Swapnil Singh,8,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
S Dube,7,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
MK Lomror,0,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
TU Deshpande,25,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Chennai Super Kings
H Klaasen,53,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad
Abhishek Sharma,79,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad
Shahbaz Ahmed,3,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad
TM Head,0,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad
Nithish Kumar Reddy,65,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad
T Natarajan,50,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad
Harpreet Brar,33,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad
Arshdeep Singh,66,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad
Atharva Taide,53,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad
JM Sharma,36,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad
RD Chahar,0,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad
